id,from,to,airline,departure,arrival,price
9337,JNB,CPT,LIFT Airline,1743834600,1743842400,2605
9338,JNB,CPT,LIFT Airline,1743856200,1743864000,2605
9339,JNB,CPT,LIFT Airline,1743867000,1743874800,2605
9340,JNB,CPT,South African,1743846000,1743854100,2646
9341,JNB,CPT,South African,1743858900,1743867000,2646
9342,JNB,CPT,South African,1743879900,1743888000,2646
9343,JNB,CPT,CemAir Pty,1743841800,1743849900,2977
9344,JNB,CPT,CemAir Pty,1743861600,1743869700,2977
9345,JNB,CPT,South African,1743839700,1743847800,2991
9346,JNB,CPT,LIFT Airline,1743845400,1743853200,3045
9347,JNB,CPT,Airlink,1743848400,1743856500,3115
9348,JNB,CPT,Airlink,1743841500,1743849600,4161
9349,JNB,CPT,Airlink,1743858300,1743866400,4161
9350,JNB,CPT,FlySafair,1743877200,1743885300,1470
9351,JNB,CPT,FlySafair,1743869700,1743877800,1570
9352,JNB,CPT,FlySafair,1743870600,1743878700,1570
9353,JNB,CPT,FlySafair,1743874500,1743882600,1570
9354,JNB,CPT,FlySafair,1743869400,1743877800,1570
9355,JNB,CPT,FlySafair,1743864000,1743872400,1770
9356,JNB,CPT,FlySafair,1743864300,1743872700,1770
9357,JNB,CPT,FlySafair,1743862800,1743871200,1920
9358,JNB,CPT,FlySafair,1743825300,1743833700,2070
9359,JNB,CPT,FlySafair,1743827100,1743835500,2070
9360,JNB,CPT,FlySafair,1743830100,1743838800,2070
9361,JNB,CPT,FlySafair,1743852300,1743860700,2070
9362,JNB,CPT,FlySafair,1743857400,1743865800,2070
9363,JNB,CPT,South African,1743866700,1743874800,2186
9364,JNB,CPT,FlySafair,1743832800,1743840900,2220
9365,JNB,CPT,FlySafair,1743850200,1743858300,2220
9366,JNB,CPT,FlySafair,1743854100,1743862200,2220
9367,JNB,CPT,FlySafair,1743835200,1743843600,2370
9368,JNB,CPT,FlySafair,1743838800,1743847200,2370
9369,JNB,CPT,FlySafair,1743840900,1743849300,2370
9370,JNB,CPT,FlySafair,1743846000,1743854400,2370
9371,JNB,CPT,South African,1743829800,1743837900,2508
9372,JNB,CPT,South African,1743835200,1743843300,2508
9373,JNB,CPT,South African,1743837900,1743846000,2508
9374,JNB,CPT,South African,1743850800,1743858900,2508
9375,JNB,CPT,South African,1743864000,1743872100,2508
9376,JNB,CPT,LIFT Airline,1743829200,1743837000,2605
9377,JNB,CPT,LIFT Airline,1743834600,1743842400,2605
9378,JNB,CPT,LIFT Airline,1743856200,1743864000,2605
9379,JNB,CPT,LIFT Airline,1743867000,1743874800,2605
9380,JNB,CPT,South African,1743846000,1743854100,2646
9381,JNB,CPT,South African,1743858900,1743867000,2646
9382,JNB,CPT,South African,1743879900,1743888000,2646
9383,JNB,CPT,CemAir Pty,1743841800,1743849900,2977
9384,JNB,CPT,CemAir Pty,1743861600,1743869700,2977
9385,JNB,CPT,South African,1743839700,1743847800,2991
9386,JNB,CPT,LIFT Airline,1743845400,1743853200,3045
9387,JNB,CPT,Airlink,1743848400,1743856500,3115
9388,JNB,CPT,Airlink,1743841500,1743849600,4161
9389,JNB,CPT,Airlink,1743858300,1743866400,4161
9390,JNB,CPT,FlySafair,1743911700,1743920100,1570
9391,JNB,CPT,Airlink,1743917400,1743925500,1896
9392,JNB,CPT,CemAir Pty,1743919200,1743927300,1942
9393,JNB,CPT,FlySafair,1743913800,1743922200,1670
9394,JNB,CPT,FlySafair,1743915900,1743924300,1920
9395,JNB,CPT,FlySafair,1743919200,1743927300,2070
9396,JNB,CPT,FlySafair,1743921000,1743929100,2070
9397,JNB,CPT,FlySafair,1743921600,1743929700,2070
9398,JNB,CPT,FlySafair,1743962400,1743970500,2070
9399,JNB,CPT,FlySafair,1743964200,1743972300,2070
9400,JNB,CPT,LIFT Airline,1743915600,1743923400,2185
9401,JNB,CPT,FlySafair,1743957000,1743965100,2220
9402,JNB,CPT,FlySafair,1743957300,1743965400,2220
9403,JNB,CPT,FlySafair,1743925500,1743933900,2370
9404,JNB,CPT,FlySafair,1743955800,1743963900,2370
9405,JNB,CPT,LIFT Airline,1743919200,1743927000,2390
9406,JNB,CPT,South African,1743916200,1743924300,2508
9407,JNB,CPT,South African,1743924300,1743932400,2508
9408,JNB,CPT,South African,1743950400,1743958500,2508
9409,JNB,CPT,FlySafair,1743926400,1743934800,2520
9410,JNB,CPT,FlySafair,1743927300,1743935700,2520
9411,JNB,CPT,FlySafair,1743954300,1743962700,2520
9412,JNB,CPT,FlySafair,1743955200,1743963600,2520
9413,JNB,CPT,LIFT Airline,1743926400,1743934200,2605
9414,JNB,CPT,CemAir Pty,1743928200,1743936300,2632
9415,JNB,CPT,CemAir Pty,1743948000,1743956100,2805
9416,JNB,CPT,LIFT Airline,1743958800,1743966600,2825
9417,JNB,CPT,FlySafair,1743931800,1743940200,2870
9418,JNB,CPT,FlySafair,1743934500,1743942900,2870
9419,JNB,CPT,South African,1743926100,1743934200,2991
9420,JNB,CPT,South African,1743932400,1743940500,2991
9421,JNB,CPT,South African,1743945300,1743953400,2991
9422,JNB,CPT,South African,1743953100,1743961200,2991
9423,JNB,CPT,South African,1743957000,1743965100,2991
9424,JNB,CPT,South African,1743966300,1743974400,2991
9425,JNB,CPT,FlySafair,1743948300,1743956700,3070
9426,JNB,CPT,Airlink,1743954000,1743962100,3115
9427,JNB,CPT,FlySafair,1743945000,1743953400,3270
9428,JNB,CPT,CemAir Pty,1743939900,1743948000,3322
9429,JNB,CPT,LIFT Airline,1743940800,1743948600,3345
9430,JNB,CPT,LIFT Airline,1743948000,1743955800,3345
9431,JNB,CPT,FlySafair,1743938700,1743947100,3470
9432,JNB,CPT,LIFT Airline,1743937200,1743945000,3750
9433,JNB,CPT,Airlink,1743934800,1743942900,4161
9434,JNB,CPT,Airlink,1743944700,1743952800,4161
9435,JNB,CPT,Airlink,1743964500,1743972600,4161
9436,JNB,CPT,FlySafair,1743911700,1743920100,1570
9437,JNB,CPT,Airlink,1743917400,1743925500,1896
9438,JNB,CPT,FlySafair,1743913800,1743922200,1670
9439,JNB,CPT,FlySafair,1743915900,1743924300,1920
9440,JNB,CPT,FlySafair,1743919200,1743927300,2070
9441,JNB,CPT,FlySafair,1743921000,1743929100,2070
9442,JNB,CPT,FlySafair,1743921600,1743929700,2070
9443,JNB,CPT,FlySafair,1743962400,1743970500,2070
9444,JNB,CPT,FlySafair,1743964200,1743972300,2070
9445,JNB,CPT,LIFT Airline,1743915600,1743923400,2185
9446,JNB,CPT,FlySafair,1743957000,1743965100,2220
9447,JNB,CPT,FlySafair,1743957300,1743965400,2220
9448,JNB,CPT,FlySafair,1743925500,1743933900,2370
9449,JNB,CPT,FlySafair,1743955800,1743963900,2370
9450,JNB,CPT,LIFT Airline,1743919200,1743927000,2390
9451,JNB,CPT,South African,1743916200,1743924300,2508
9452,JNB,CPT,South African,1743924300,1743932400,2508
9453,JNB,CPT,South African,1743950400,1743958500,2508
9454,JNB,CPT,FlySafair,1743926400,1743934800,2520
9455,JNB,CPT,FlySafair,1743927300,1743935700,2520
9456,JNB,CPT,FlySafair,1743954300,1743962700,2520
9457,JNB,CPT,FlySafair,1743955200,1743963600,2520
9458,JNB,CPT,LIFT Airline,1743926400,1743934200,2605
9459,JNB,CPT,CemAir Pty,1743928200,1743936300,2632
9460,JNB,CPT,CemAir Pty,1743948000,1743956100,2805
9461,JNB,CPT,LIFT Airline,1743958800,1743966600,2825
9462,JNB,CPT,FlySafair,1743931800,1743940200,2870
9463,JNB,CPT,FlySafair,1743934500,1743942900,2870
9464,JNB,CPT,South African,1743926100,1743934200,2991
9465,JNB,CPT,South African,1743932400,1743940500,2991
9466,JNB,CPT,South African,1743945300,1743953400,2991
9467,JNB,CPT,South African,1743953100,1743961200,2991
9468,JNB,CPT,South African,1743957000,1743965100,2991
9469,JNB,CPT,South African,1743966300,1743974400,2991
9470,JNB,CPT,FlySafair,1743948300,1743956700,3070
9471,JNB,CPT,Airlink,1743954000,1743962100,3115
9472,JNB,CPT,FlySafair,1743945000,1743953400,3270
9473,JNB,CPT,CemAir Pty,1743939900,1743948000,3322
9474,JNB,CPT,LIFT Airline,1743940800,1743948600,3345
9475,JNB,CPT,LIFT Airline,1743948000,1743955800,3345
9476,JNB,CPT,FlySafair,1743938700,1743947100,3470
9477,JNB,CPT,LIFT Airline,1743937200,1743945000,3750
9478,JNB,CPT,Airlink,1743934800,1743942900,4161
9479,JNB,CPT,Airlink,1743944700,1743952800,4161
9480,JNB,CPT,Airlink,1743964500,1743972600,4161
9481,JNB,CPT,FlySafair,1744050000,1744058100,1370
9482,JNB,CPT,LIFT Airline,1744045200,1744053000,1455
9483,JNB,CPT,CemAir Pty,1744045800,1744053900,1770
9484,JNB,CPT,FlySafair,1744049700,1744057800,1470
9485,JNB,CPT,FlySafair,1744047300,1744055400,1570
9486,JNB,CPT,FlySafair,1744036800,1744045200,1670
9487,JNB,CPT,FlySafair,1744041600,1744050000,1670
9488,JNB,CPT,FlySafair,1744042200,1744050300,1670
9489,JNB,CPT,FlySafair,1744042500,1744050600,1670
9490,JNB,CPT,FlySafair,1744043400,1744051500,1670
9491,JNB,CPT,FlySafair,1743998100,1744006500,1770
9492,JNB,CPT,FlySafair,1744000200,1744008600,1770
9493,JNB,CPT,FlySafair,1744002900,1744011600,1770
9494,JNB,CPT,FlySafair,1744007400,1744015500,1770
9495,JNB,CPT,FlySafair,1744008000,1744016400,1770
9496,JNB,CPT,FlySafair,1744008900,1744017000,1770
9497,JNB,CPT,FlySafair,1744029300,1744037400,1770
9498,JNB,CPT,FlySafair,1744030200,1744038600,1770
9499,JNB,CPT,FlySafair,1744031400,1744039800,1770
9500,JNB,CPT,FlySafair,1744035600,1744044000,1770
9501,JNB,CPT,LIFT Airline,1744000200,1744008000,1805
9502,JNB,CPT,LIFT Airline,1744005600,1744013400,1805
9503,JNB,CPT,LIFT Airline,1744027200,1744035000,1805
9504,JNB,CPT,LIFT Airline,1744034400,1744042200,1805
9505,JNB,CPT,FlySafair,1744005600,1744013700,1920
9506,JNB,CPT,FlySafair,1744011600,1744020000,1920
9507,JNB,CPT,FlySafair,1744025100,1744033500,1920
9508,JNB,CPT,FlySafair,1744013700,1744022100,2070
9509,JNB,CPT,South African,1743998700,1744006800,2071
9510,JNB,CPT,South African,1744031700,1744039800,2071
9511,JNB,CPT,South African,1744039500,1744047600,2071
9512,JNB,CPT,Airlink,1744003800,1744011900,2091
9513,JNB,CPT,LIFT Airline,1744011000,1744018800,2185
9514,JNB,CPT,South African,1744006200,1744014300,2186
9515,JNB,CPT,South African,1744052700,1744060800,2186
9516,JNB,CPT,FlySafair,1744020900,1744029300,2220
9517,JNB,CPT,CemAir Pty,1744008000,1744016100,2287
9518,JNB,CPT,FlySafair,1744018200,1744026600,2370
9519,JNB,CPT,LIFT Airline,1744023600,1744031400,2390
9520,JNB,CPT,Airlink,1744040400,1744048500,2448
9521,JNB,CPT,South African,1744002600,1744010700,2508
9522,JNB,CPT,South African,1744010700,1744018800,2508
9523,JNB,CPT,South African,1744036800,1744044900,2508
9524,JNB,CPT,South African,1744043400,1744051500,2508
9525,JNB,CPT,CemAir Pty,1744026900,1744035000,2632
9526,JNB,CPT,Airlink,1744050900,1744059000,2770
9527,JNB,CPT,South African,1744029000,1744037100,2991
9528,JNB,CPT,Airlink,1744014300,1744022400,4161
9529,JNB,CPT,Airlink,1744021200,1744029300,4161
9530,JNB,CPT,Airlink,1744031100,1744039200,4161
9531,JNB,CPT,FlySafair,1744050000,1744058100,1370
9532,JNB,CPT,LIFT Airline,1744045200,1744053000,1455
9533,JNB,CPT,FlySafair,1744049700,1744057800,1470
9534,JNB,CPT,FlySafair,1744047300,1744055400,1570
9535,JNB,CPT,FlySafair,1744036800,1744045200,1670
9536,JNB,CPT,FlySafair,1744041600,1744050000,1670
9537,JNB,CPT,FlySafair,1744042200,1744050300,1670
9538,JNB,CPT,FlySafair,1744042500,1744050600,1670
9539,JNB,CPT,FlySafair,1744043400,1744051500,1670
9540,JNB,CPT,FlySafair,1743998100,1744006500,1770
9541,JNB,CPT,FlySafair,1744000200,1744008600,1770
9542,JNB,CPT,FlySafair,1744002900,1744011600,1770
9543,JNB,CPT,FlySafair,1744007400,1744015500,1770
9544,JNB,CPT,FlySafair,1744008000,1744016400,1770
9545,JNB,CPT,FlySafair,1744008900,1744017000,1770
9546,JNB,CPT,FlySafair,1744029300,1744037400,1770
9547,JNB,CPT,FlySafair,1744030200,1744038600,1770
9548,JNB,CPT,FlySafair,1744031400,1744039800,1770
9549,JNB,CPT,FlySafair,1744035600,1744044000,1770
9550,JNB,CPT,LIFT Airline,1744000200,1744008000,1805
9551,JNB,CPT,LIFT Airline,1744005600,1744013400,1805
9552,JNB,CPT,LIFT Airline,1744027200,1744035000,1805
9553,JNB,CPT,LIFT Airline,1744034400,1744042200,1805
9554,JNB,CPT,FlySafair,1744005600,1744013700,1920
9555,JNB,CPT,FlySafair,1744011600,1744020000,1920
9556,JNB,CPT,FlySafair,1744025100,1744033500,1920
9557,JNB,CPT,FlySafair,1744013700,1744022100,2070
9558,JNB,CPT,South African,1743998700,1744006800,2071
9559,JNB,CPT,South African,1744031700,1744039800,2071
9560,JNB,CPT,South African,1744039500,1744047600,2071
9561,JNB,CPT,Airlink,1744003800,1744011900,2091
9562,JNB,CPT,LIFT Airline,1744011000,1744018800,2185
9563,JNB,CPT,South African,1744006200,1744014300,2186
9564,JNB,CPT,South African,1744052700,1744060800,2186
9565,JNB,CPT,FlySafair,1744020900,1744029300,2220
9566,JNB,CPT,CemAir Pty,1744008000,1744016100,2287
9567,JNB,CPT,FlySafair,1744018200,1744026600,2370
9568,JNB,CPT,LIFT Airline,1744023600,1744031400,2390
9569,JNB,CPT,Airlink,1744040400,1744048500,2448
9570,JNB,CPT,South African,1744002600,1744010700,2508
9571,JNB,CPT,South African,1744010700,1744018800,2508
9572,JNB,CPT,South African,1744036800,1744044900,2508
9573,JNB,CPT,South African,1744043400,1744051500,2508
9574,JNB,CPT,CemAir Pty,1744026900,1744035000,2632
9575,JNB,CPT,Airlink,1744050900,1744059000,2770
9576,JNB,CPT,South African,1744029000,1744037100,2991
9577,JNB,CPT,Airlink,1744014300,1744022400,4161
9578,JNB,CPT,Airlink,1744021200,1744029300,4161
9579,JNB,CPT,Airlink,1744031100,1744039200,4161
9580,JNB,CPT,FlySafair,1744136400,1744144500,1370
9581,JNB,CPT,LIFT Airline,1744086600,1744094400,1455
9582,JNB,CPT,LIFT Airline,1744113600,1744121400,1455
9583,JNB,CPT,LIFT Airline,1744131600,1744139400,1455
9584,JNB,CPT,FlySafair,1744129800,1744137900,1470
9585,JNB,CPT,FlySafair,1744133700,1744141800,1470
9586,JNB,CPT,FlySafair,1744084500,1744092900,1570
9587,JNB,CPT,FlySafair,1744086600,1744095000,1570
9588,JNB,CPT,FlySafair,1744089300,1744098000,1570
9589,JNB,CPT,FlySafair,1744094400,1744102800,1570
9590,JNB,CPT,FlySafair,1744095300,1744103400,1570
9591,JNB,CPT,FlySafair,1744098000,1744106400,1570
9592,JNB,CPT,FlySafair,1744107300,1744115700,1570
9593,JNB,CPT,FlySafair,1744111500,1744119900,1570
9594,JNB,CPT,FlySafair,1744115700,1744123800,1570
9595,JNB,CPT,FlySafair,1744122000,1744130400,1570
9596,JNB,CPT,FlySafair,1744123200,1744131600,1570
9597,JNB,CPT,FlySafair,1744128600,1744137000,1570
9598,JNB,CPT,FlySafair,1744128900,1744137000,1570
9599,JNB,CPT,FlySafair,1744136100,1744144200,1570
9600,JNB,CPT,LIFT Airline,1744092000,1744099800,1625
9601,JNB,CPT,LIFT Airline,1744097400,1744105200,1625
9602,JNB,CPT,LIFT Airline,1744120800,1744128600,1625
9603,JNB,CPT,FlySafair,1744092000,1744100100,1670
9604,JNB,CPT,FlySafair,1744105200,1744113600,1770
9605,JNB,CPT,FlySafair,1744116600,1744125000,1770
9606,JNB,CPT,LIFT Airline,1744110000,1744117800,1805
9607,JNB,CPT,South African,1744085100,1744093200,1841
9608,JNB,CPT,South African,1744089000,1744097100,1841
9609,JNB,CPT,Airlink,1744137300,1744145400,1896
9610,JNB,CPT,CemAir Pty,1744097400,1744105500,1942
9611,JNB,CPT,CemAir Pty,1744120800,1744128900,1942
9612,JNB,CPT,South African,1744118100,1744126200,2071
9613,JNB,CPT,South African,1744123200,1744131300,2071
9614,JNB,CPT,South African,1744125900,1744134000,2071
9615,JNB,CPT,South African,1744129800,1744137900,2071
9616,JNB,CPT,South African,1744139100,1744147200,2071
9617,JNB,CPT,South African,1744094400,1744102500,2186
9618,JNB,CPT,South African,1744097100,1744105200,2186
9619,JNB,CPT,FlySafair,1744100100,1744108500,2220
9620,JNB,CPT,Airlink,1744090200,1744098300,2448
9621,JNB,CPT,South African,1744092600,1744100700,2508
9622,JNB,CPT,South African,1744105200,1744113300,2508
9623,JNB,CPT,Airlink,1744117500,1744125600,2770
9624,JNB,CPT,Airlink,1744126800,1744134900,2770
9625,JNB,CPT,South African,1744115400,1744123500,2991
9626,JNB,CPT,Airlink,1744107600,1744115700,3115
9627,JNB,CPT,FlySafair,1744136400,1744144500,1370
9628,JNB,CPT,LIFT Airline,1744086600,1744094400,1455
9629,JNB,CPT,LIFT Airline,1744113600,1744121400,1455
9630,JNB,CPT,FlySafair,1744129800,1744137900,1470
9631,JNB,CPT,FlySafair,1744133700,1744141800,1470
9632,JNB,CPT,FlySafair,1744084500,1744092900,1570
9633,JNB,CPT,FlySafair,1744086600,1744095000,1570
9634,JNB,CPT,FlySafair,1744089300,1744098000,1570
9635,JNB,CPT,FlySafair,1744094400,1744102800,1570
9636,JNB,CPT,FlySafair,1744095300,1744103400,1570
9637,JNB,CPT,FlySafair,1744098000,1744106400,1570
9638,JNB,CPT,FlySafair,1744107300,1744115700,1570
9639,JNB,CPT,FlySafair,1744111500,1744119900,1570
9640,JNB,CPT,FlySafair,1744115700,1744123800,1570
9641,JNB,CPT,FlySafair,1744122000,1744130400,1570
9642,JNB,CPT,FlySafair,1744123200,1744131600,1570
9643,JNB,CPT,FlySafair,1744128600,1744137000,1570
9644,JNB,CPT,FlySafair,1744128900,1744137000,1570
9645,JNB,CPT,FlySafair,1744136100,1744144200,1570
9646,JNB,CPT,LIFT Airline,1744092000,1744099800,1625
9647,JNB,CPT,LIFT Airline,1744097400,1744105200,1625
9648,JNB,CPT,LIFT Airline,1744120800,1744128600,1625
9649,JNB,CPT,FlySafair,1744092000,1744100100,1670
9650,JNB,CPT,FlySafair,1744105200,1744113600,1770
9651,JNB,CPT,FlySafair,1744116600,1744125000,1770
9652,JNB,CPT,LIFT Airline,1744110000,1744117800,1805
9653,JNB,CPT,South African,1744085100,1744093200,1841
9654,JNB,CPT,South African,1744089000,1744097100,1841
9655,JNB,CPT,Airlink,1744137300,1744145400,1896
9656,JNB,CPT,CemAir Pty,1744097400,1744105500,1942
9657,JNB,CPT,CemAir Pty,1744120800,1744128900,1942
9658,JNB,CPT,South African,1744118100,1744126200,2071
9659,JNB,CPT,South African,1744123200,1744131300,2071
9660,JNB,CPT,South African,1744125900,1744134000,2071
9661,JNB,CPT,South African,1744129800,1744137900,2071
9662,JNB,CPT,South African,1744139100,1744147200,2071
9663,JNB,CPT,South African,1744094400,1744102500,2186
9664,JNB,CPT,South African,1744097100,1744105200,2186
9665,JNB,CPT,FlySafair,1744100100,1744108500,2220
9666,JNB,CPT,Airlink,1744090200,1744098300,2448
9667,JNB,CPT,South African,1744092600,1744100700,2508
9668,JNB,CPT,South African,1744105200,1744113300,2508
9669,JNB,CPT,Airlink,1744117500,1744125600,2770
9670,JNB,CPT,Airlink,1744126800,1744134900,2770
9671,JNB,CPT,South African,1744115400,1744123500,2991
9672,JNB,CPT,Airlink,1744107600,1744115700,3115
9673,JNB,CPT,FlySafair,1744222500,1744230600,1270
9674,JNB,CPT,LIFT Airline,1744173000,1744180800,1305
9675,JNB,CPT,LIFT Airline,1744218000,1744225800,1305
9676,JNB,CPT,FlySafair,1744223400,1744231500,1270
9677,JNB,CPT,FlySafair,1744170900,1744179300,1370
9678,JNB,CPT,FlySafair,1744173000,1744181400,1370
9679,JNB,CPT,FlySafair,1744215300,1744223400,1370
9680,JNB,CPT,FlySafair,1744216200,1744224300,1370
9681,JNB,CPT,FlySafair,1744220100,1744228200,1370
9682,JNB,CPT,LIFT Airline,1744178400,1744186200,1455
9683,JNB,CPT,LIFT Airline,1744183800,1744191600,1455
9684,JNB,CPT,LIFT Airline,1744196400,1744204200,1455
9685,JNB,CPT,LIFT Airline,1744200000,1744207800,1455
9686,JNB,CPT,LIFT Airline,1744207200,1744215000,1455
9687,JNB,CPT,FlySafair,1744175700,1744184400,1470
9688,JNB,CPT,FlySafair,1744203000,1744211400,1470
9689,JNB,CPT,FlySafair,1744204200,1744212600,1470
9690,JNB,CPT,FlySafair,1744209600,1744218000,1470
9691,JNB,CPT,FlySafair,1744180800,1744189200,1570
9692,JNB,CPT,FlySafair,1744181700,1744189800,1570
9693,JNB,CPT,FlySafair,1744184400,1744192800,1570
9694,JNB,CPT,FlySafair,1744191000,1744199400,1570
9695,JNB,CPT,FlySafair,1744193700,1744202100,1570
9696,JNB,CPT,FlySafair,1744197900,1744206300,1570
9697,JNB,CPT,FlySafair,1744208400,1744216800,1570
9698,JNB,CPT,FlySafair,1744178400,1744186500,1670
9699,JNB,CPT,Airlink,1744176600,1744184700,1896
9700,JNB,CPT,Airlink,1744203900,1744212000,1896
9701,JNB,CPT,FlySafair,1744186500,1744194900,1920
9702,JNB,CPT,CemAir Pty,1744207200,1744215300,1942
9703,JNB,CPT,South African,1744175400,1744183500,2071
9704,JNB,CPT,South African,1744179000,1744187100,2071
9705,JNB,CPT,South African,1744183500,1744191600,2071
9706,JNB,CPT,South African,1744204500,1744212600,2071
9707,JNB,CPT,South African,1744212300,1744220400,2071
9708,JNB,CPT,South African,1744216200,1744224300,2071
9709,JNB,CPT,South African,1744225500,1744233600,2071
9710,JNB,CPT,South African,1744209600,1744217700,2186
9711,JNB,CPT,CemAir Pty,1744183800,1744191900,2287
9712,JNB,CPT,Airlink,1744194000,1744202100,2448
9713,JNB,CPT,South African,1744171500,1744179600,2508
9714,JNB,CPT,South African,1744191600,1744199700,2508
9715,JNB,CPT,South African,1744201800,1744209900,2508
9716,JNB,CPT,Airlink,1744213200,1744221300,2770
9717,JNB,CPT,Airlink,1744223700,1744231800,2770
9718,JNB,CPT,FlySafair,1744202100,1744210200,3670
9719,JNB,CPT,FlySafair,1744214400,1744222800,3670
9720,JNB,CPT,FlySafair,1744222800,1744230900,3670
9721,JNB,CPT,FlySafair,1744222500,1744230600,1270
9722,JNB,CPT,LIFT Airline,1744173000,1744180800,1305
9723,JNB,CPT,FlySafair,1744223400,1744231500,1270
9724,JNB,CPT,FlySafair,1744170900,1744179300,1370
9725,JNB,CPT,FlySafair,1744173000,1744181400,1370
9726,JNB,CPT,FlySafair,1744215300,1744223400,1370
9727,JNB,CPT,FlySafair,1744216200,1744224300,1370
9728,JNB,CPT,FlySafair,1744220100,1744228200,1370
9729,JNB,CPT,LIFT Airline,1744178400,1744186200,1455
9730,JNB,CPT,LIFT Airline,1744183800,1744191600,1455
9731,JNB,CPT,LIFT Airline,1744196400,1744204200,1455
9732,JNB,CPT,LIFT Airline,1744200000,1744207800,1455
9733,JNB,CPT,LIFT Airline,1744207200,1744215000,1455
9734,JNB,CPT,FlySafair,1744175700,1744184400,1470
9735,JNB,CPT,FlySafair,1744203000,1744211400,1470
9736,JNB,CPT,FlySafair,1744204200,1744212600,1470
9737,JNB,CPT,FlySafair,1744209600,1744218000,1470
9738,JNB,CPT,FlySafair,1744180800,1744189200,1570
9739,JNB,CPT,FlySafair,1744181700,1744189800,1570
9740,JNB,CPT,FlySafair,1744184400,1744192800,1570
9741,JNB,CPT,FlySafair,1744191000,1744199400,1570
9742,JNB,CPT,FlySafair,1744193700,1744202100,1570
9743,JNB,CPT,FlySafair,1744197900,1744206300,1570
9744,JNB,CPT,FlySafair,1744208400,1744216800,1570
9745,JNB,CPT,FlySafair,1744178400,1744186500,1670
9746,JNB,CPT,Airlink,1744176600,1744184700,1896
9747,JNB,CPT,Airlink,1744203900,1744212000,1896
9748,JNB,CPT,FlySafair,1744186500,1744194900,1920
9749,JNB,CPT,CemAir Pty,1744207200,1744215300,1942
9750,JNB,CPT,South African,1744175400,1744183500,2071
9751,JNB,CPT,South African,1744179000,1744187100,2071
9752,JNB,CPT,South African,1744183500,1744191600,2071
9753,JNB,CPT,South African,1744204500,1744212600,2071
9754,JNB,CPT,South African,1744212300,1744220400,2071
9755,JNB,CPT,South African,1744216200,1744224300,2071
9756,JNB,CPT,South African,1744225500,1744233600,2071
9757,JNB,CPT,South African,1744209600,1744217700,2186
9758,JNB,CPT,CemAir Pty,1744183800,1744191900,2287
9759,JNB,CPT,Airlink,1744194000,1744202100,2448
9760,JNB,CPT,South African,1744171500,1744179600,2508
9761,JNB,CPT,South African,1744191600,1744199700,2508
9762,JNB,CPT,South African,1744201800,1744209900,2508
9763,JNB,CPT,Airlink,1744213200,1744221300,2770
9764,JNB,CPT,Airlink,1744223700,1744231800,2770
9765,JNB,CPT,FlySafair,1744202100,1744210200,3670
9766,JNB,CPT,FlySafair,1744214400,1744222800,3670
9767,JNB,CPT,FlySafair,1744222800,1744230900,3670
9768,JNB,CPT,FlySafair,1744309200,1744317300,1470
9769,JNB,CPT,LIFT Airline,1744304400,1744312200,1805
9770,JNB,CPT,CemAir Pty,1744293600,1744301700,1942
9771,JNB,CPT,FlySafair,1744257300,1744265700,1670
9772,JNB,CPT,FlySafair,1744259400,1744267800,1670
9773,JNB,CPT,FlySafair,1744302600,1744310700,1670
9774,JNB,CPT,FlySafair,1744306500,1744314600,1670
9775,JNB,CPT,FlySafair,1744262100,1744270800,1770
9776,JNB,CPT,FlySafair,1744280100,1744288500,1770
9777,JNB,CPT,FlySafair,1744301700,1744309800,1770
9778,JNB,CPT,LIFT Airline,1744259400,1744267200,1805
9779,JNB,CPT,FlySafair,1744264800,1744272900,1920
9780,JNB,CPT,FlySafair,1744267200,1744275600,1920
9781,JNB,CPT,FlySafair,1744270800,1744279200,1920
9782,JNB,CPT,FlySafair,1744284300,1744292700,1920
9783,JNB,CPT,FlySafair,1744289400,1744297800,1920
9784,JNB,CPT,FlySafair,1744290600,1744299000,1920
9785,JNB,CPT,FlySafair,1744294800,1744303200,1920
9786,JNB,CPT,FlySafair,1744296000,1744304400,1920
9787,JNB,CPT,LIFT Airline,1744264800,1744272600,2000
9788,JNB,CPT,LIFT Airline,1744286400,1744294200,2000
9789,JNB,CPT,FlySafair,1744272900,1744281300,2070
9790,JNB,CPT,South African,1744257900,1744266000,2071
9791,JNB,CPT,South African,1744261800,1744269900,2071
9792,JNB,CPT,South African,1744290900,1744299000,2071
9793,JNB,CPT,Airlink,1744263000,1744271100,2091
9794,JNB,CPT,LIFT Airline,1744272000,1744279800,2185
9795,JNB,CPT,LIFT Airline,1744282800,1744290600,2185
9796,JNB,CPT,FlySafair,1744277400,1744285800,2220
9797,JNB,CPT,CemAir Pty,1744270200,1744278300,2287
9798,JNB,CPT,LIFT Airline,1744293600,1744301400,2390
9799,JNB,CPT,Airlink,1744310100,1744318200,2448
9800,JNB,CPT,South African,1744265400,1744273500,2508
9801,JNB,CPT,South African,1744269900,1744278000,2508
9802,JNB,CPT,South African,1744298700,1744306800,2508
9803,JNB,CPT,South African,1744302600,1744310700,2508
9804,JNB,CPT,South African,1744278000,1744286100,2646
9805,JNB,CPT,Airlink,1744280400,1744288500,2770
9806,JNB,CPT,South African,1744288200,1744296300,2991
9807,JNB,CPT,South African,1744296000,1744304100,2991
9808,JNB,CPT,South African,1744311900,1744320000,2991
